id,name,birth_date,popularity,character_ids,movie_ids
1641,Sarah Berry,1976-01-19,0.23431951568677833,2651;53;373;2441;2086;2185;2815;1783;3238;837;2058;2111;2779;3237;1997;2035;760;1216;3181;2905;824;1412,347;472;518;1739;2149;2163;2250;2575;2794;2911;3079;4002;4099;4162;4447;4454;5190;5252;5529;5955;6121;6204
1642,Wendy Walton,1996-05-16,2.7404973997850446,2229;43;306;1995;1181;1467;867;2465;906;1801;319;1451;1567;2520;3133;2236;2937;658;2787;259;2988;33;604;1540;1875;482;2081;2965,215;438;508;743;1086;1124;1518;1742;2448;3043;3754;3906;3923;4058;4148;4481;4584;4721;4941;5017;5122;5442;5503;5545;5633;5767;5812;6072;6298;6424
1643,Sabrina Owens,2004-09-10,2.026666931784095,1580;2265;1153;295;863;1801;1960;1783;361;2741;3117;712;352;1717;2854;1090;2670;1543;2737;692,155;326;623;1432;1518;1652;1675;2113;2371;2720;2776;3351;3759;3943;4110;4321;4998;5767;5932;6104
1644,Nancy Santos,1949-02-21,2.642699552272437,1852;1595;164;1028;1821;2717;57;1552;61;857;2806;369;2790;3022;754;1262;2682;2967,724;1143;2341;2935;3045;3633;3718;3920;4174;4286;4565;5138;5478;5506;6112;6182;6384;6424
1645,Kenneth Gibson,1997-04-29,6.560507087126462,2496;1035;483;2390;1147;2370;535;1001;2287;3009;1667;1770;1776;1839;2141;2548;2627;396;1043;1493;1931;1756,20;66;149;375;623;797;1002;1063;1247;1354;3026;3499;3952;3962;4005;4062;4074;4683;5695;5760;5821;6253
1646,Samantha Reynolds,1945-08-19,4.714003531380051,1382;2440;1682;2011;870;1295;2549;2218;880;1620;1391;1547;428;2344;2675;403,1112;1272;2098;2139;2442;2504;3148;3559;3830;3931;4822;4843;5145;5415;5465;6061
1647,Edward Hanson,1970-09-16,2.9123865387987022,2037;898;1614;2482;405;932;1849;623;795;1251;2545;2883;319;654;960;1380;3052;1970;636;1844;2448;240;1094;2611;394;1133;267;418;551;838;1565,418;590;690;815;1449;1528;1659;1945;1971;2033;2212;2259;2365;2888;2926;2985;3220;3524;3798;3963;4048;4202;4322;4535;4682;5708;6041;6063;6082;6123;6225
1648,Danny Simmons,1961-10-14,0.9306239502320401,452;637;976;1837;2514;142;2145;1865;1426;310;1515;1841;2719;269;554;669;2224;2872;428;1800;2361;2507,251;557;1061;1178;1284;1408;1698;2588;2991;3292;3915;3962;4090;4206;4246;4261;4940;5488;5605;6258;6337;6358
1649,Lauren Saunders,1980-05-25,9.668863296980463,1734;2734;1476;2576;1706;1673;1680;1099;1948;2807;1447;1905;882;2557;684;2059;1750;2086;810;1969;1147;1566;2285;2789;1469;1953;1201;1724;3110,80;113;167;213;310;345;698;1075;1194;1791;2064;2128;2444;2688;2891;3079;3947;3998;4279;4443;4788;4846;5407;5478;5756;5823;6174;6249;6448
1650,Maurice Carrillo,1983-04-06,5.609962588441215,1860;511;3230;2315;406;461;2765;1156;1641;2239;2072;648;1440;908;460;2146;2382;1254;1690;2112;3096;812,100;128;206;223;524;990;1321;1563;1629;2170;2617;2886;2992;4294;4691;4930;5421;5724;5789;5845;5981;6120
1651,Stephanie Espinoza,1983-06-05,4.8334951910691695,1755;950;827;1237;78;896;2447;3025;44;1261;974;1813;699;729;1230;3115;1086;2583;2962;539;779;1645;1734;2471;1475;2283;3225;1299;2893,19;346;581;634;1397;1522;1739;1820;2801;2967;3385;3505;3805;3809;3877;4146;4321;4989;5041;5161;5192;5316;5330;5434;5757;5868;6001;6189;6414
1652,Raymond Harris,1956-07-12,9.076657571113069,1236;1703;1005;2025;82;251;985;2120;654;1054;2842;1881;2337;3090;3097;1245;574;2672;392;2630;1079;1443;1742;2511;1943;2502;1768,23;177;193;378;476;501;602;763;1017;1069;1331;2590;2658;2773;2774;2965;3330;3627;4223;4537;4778;4829;4868;4977;5358;5438;6254
1653,Joseph Blackburn,1946-11-09,5.332039036347977,2906;1014;1263;1036;1772;3103;331;1550;2500;2715;2763;979;2398;3048;630;2526;2676;1790;964;1935;1131;1252;1777;2634,238;262;637;1067;1168;1367;1437;1615;1746;1778;1785;1995;2192;3680;3796;4522;4999;5336;5684;5821;6163;6181;6255;6376
1654,Kimberly Blevins,1966-06-16,2.4461403774029264,563;918;2382;3243;607;1547;1211;419;781;1692;1700;747;1873;2305;2329;1203,546;592;800;921;1012;1137;2027;2854;2904;3029;3031;3811;3968;4027;4030;5250
1655,Tanya Barrett,1957-11-24,0.17212532409682457,2224;122;2271;880;2740;3041;3189;547;2057;1730;492;1530;1796;2127;437;1401;1464;1653;646;1047;350;1492,777;940;1245;1520;1782;1824;1846;1935;2146;2568;2865;3469;3503;3547;3770;3900;3907;3935;4258;4315;5592;5759
1656,Jeff Nelson,2006-10-08,4.97034890409987,2503;2532;590;1235;33;2780;2932;236;587;2326;2790;408;752;915;2652;3170;3242;1681;2188;1056;28;1037;1715;2247;570;2149;2906,818;1287;1478;1573;1861;2245;2267;2353;2402;2657;2727;2852;2901;2920;3163;3237;3247;3488;3554;3853;4633;4773;5327;5864;6085;6309;6416
1657,Henry Taylor,2005-05-04,3.9364518189025954,360;416;1403;3113;451;2343;2704;465;2062;2909;1260;1731;2347;3218;900;2255;2747;1425;1667;423;1626;2985;748,163;526;659;905;1456;1726;1776;1923;2146;2745;2967;3035;3581;4625;4755;4945;5008;5283;5319;5604;5780;5967;6111;6203
1658,Barbara Gould,1945-11-25,3.727376666866271,331;1581;1877;1790;2646;3163;1838;2112;2337;1403;1433;2879;2986;427;1114;1326;2457;1732;1443;2620;35;49;697,512;686;727;1171;1303;1843;2120;2152;2184;2987;2992;3655;4126;4227;4324;4355;4514;4867;5287;5457;6010;6011;6105
1659,Patrick Singh,1970-01-22,5.465814151956047,1965;56;525;974;340;448;1403;659;2175;817;1148;3050;605;1677;1418;2987;24;1299;2303;2623;2930;2211;2785;711;713;1908;3115;1059,152;439;540;601;973;988;1115;1490;1703;1974;2020;2285;2405;2562;2989;3212;3250;3433;4027;4073;4119;4938;5017;5182;5648;5817;5984;6155
1660,Jeffrey Gonzalez,1996-08-20,1.0830429533325392,1157;2189;1521;134;1814;1839;384;1350;1330;1544;2681;1283;1514;1602;2497;2910;570;2231;3030;3226;430;891;1021;1562;842;1387;1441;1202;2462;1472;828;2443;2848,268;346;365;941;1174;1178;1445;1587;2046;2077;2230;2502;2536;2552;2681;2745;2874;3101;3678;3708;3769;3832;3848;3922;4284;4365;4829;5206;5250;5432;5756;5893;6122;6349;6408
1661,Robert Davis,1956-02-02,2.240608601114115,307;1672;3013;710;1484;2729;1278;2813;2470;139;1106;1187;1541;1901;2032;3059;837;1527;1638;85;2383;39;639;2819;1521;7,968;1155;1354;1496;2070;2238;2501;2731;3137;3266;3404;3872;3918;3971;3989;4137;4284;4385;4401;4639;5421;5547;5638;5943;6217;6469
1662,Laura Black,1955-04-04,9.75190594977825,2780;3033;354;800;1261;1368;1187;683;1020;1599;2275;2696;2811;706;1556;3065;3213;170;480;745;3002;3234;122,70;231;515;578;637;655;1087;1953;2003;2086;2176;2233;2249;2419;2543;2769;4624;5110;5612;5653;5969;6003;6487
1663,Barbara Burns,1985-05-01,3.973486182928516,1420;3162;171;480;476;1485;1662;1859;2993;3023;95;935;371;2033;2198;36;276;811;2379;2700;2902;291;1384;2883,661;911;946;993;1460;2532;2560;2587;3212;3217;3261;3381;3761;3989;4477;4634;4665;4742;4961;5002;5491;6044;6200;6412
1664,Zachary Perry,1958-06-26,2.3211554770980234,110;1037;1767;1909;2388;1414;1419;2317;2564;2760;491;913;1389;2017;1363;13;711;461;3234,27;608;712;733;1264;2058;2059;2182;3151;3638;3777;4295;4365;4450;4818;5541;5648;6068;6466
1665,Dr. Heather Scott,1951-10-17,3.698216265202039,1893;1606;583;504;775;1843;2510;2671;3191;555;1949;2396;2959;1659;2526;636;2926,213;383;550;998;1504;1658;1748;1772;1846;1936;3522;3589;3665;4857;4980;5638;6418
1666,Alexis James,1972-10-02,5.6315326771846745,2807;2628;2732;212;1248;3142;1872;2776;125;1387;1567;3187;1050;2655;783;3093;1177;1112;1421;3221,304;1300;1316;1420;1574;1839;2124;2245;2813;2986;3009;3702;3852;4540;4737;5517;5713;6160;6206;6463
1667,Scott Gomez,1965-04-07,6.428185650006668,672;624;95;808;1472;2556;250;2702;2569;2759;3075;466;907;1251;1601;68;233;490;883;108;601;835;1590;2509;2651;3140;651;1871;149,260;407;444;579;668;824;1427;1776;2215;2242;2290;2387;2448;2498;3015;4175;4201;4236;4290;4643;5168;5198;5308;5439;5461;5524;5640;5811;6025
1668,Jessica Abbott,1964-08-19,3.3243547487088474,1834;3021;262;823;971;213;881;2604;695;1476;3218;868;1259;388;3050;251;403;1518;2844;1810;2912;580;2680;2730,146;228;458;581;601;954;1049;1297;1495;2069;2307;2442;2499;2850;3220;3745;3766;3915;4108;4424;5034;5166;5466;5931
1669,Michael Santos,1999-04-21,8.096807869517344,1257;2958;720;1152;2528;2733;163;876;296;320;516;927,636;880;1025;1083;1287;1316;1412;1981;3751;4213;4700;6134
1670,John Bean,1962-11-13,9.758174276622723,1436;1039;1329;1263;1516;2678;2908;1685;1164;2207;3162;3246;1993;590;2294;83;890;2056;3059;2534;2310;2125;1604;2694,219;609;648;1097;1132;1307;1339;2098;2487;2638;3235;3247;3527;3791;4026;4178;4291;4456;4603;4982;5410;5847;6231;6386
1671,Stephanie Williams,2001-11-02,0.9538903505269747,144;3241;1441;1908;3133;222;2106;3244;2824;226;578;2251;2904;436;1670;1458;49;2561;1572;2000;161,449;921;1120;1188;1370;1422;1694;2312;3647;3742;3790;4021;4116;4229;4405;4831;5091;5909;6226;6285;6492
1672,Justin Anderson,1954-10-09,1.6925571268559847,1690;1135;48;1742;2452;474;917;1930;444;1281;2773;479;900;1808;2022;1211;1555;2927,285;621;930;1164;1740;1924;1987;2130;2858;3430;4098;4235;4292;4424;4451;5251;5769;5958
1673,John Williams,1984-09-28,8.648277144290006,785;1431;1514;1545;3092;1659;2676;1043;2061;2706;691;2085;372;1004;1764;2369;0;456;1233;2734;2959;451,122;1119;1132;1615;1830;2095;2230;2468;2616;3171;3348;3998;4220;4310;4417;4500;5083;5148;5255;5473;5498;5608
1674,Sharon Guerrero,1969-06-19,4.898114621148223,1316;1355;3073;643;1139;2316;3066;1472;1968;3249;1062;518;1819;2067;2552;3114;1428;2899;2361;1396,133;267;354;362;420;790;897;1124;1196;1387;1547;1931;3045;3080;3149;3228;3903;4115;4499;5278
1675,Samantha Barnes,1956-01-21,2.49969058363801,1451;2298;1551;1558;1922;1306;1477;2702;924;1200;8;1936;889;2107;2269;2324;2835,330;788;1138;1617;1671;2505;2531;2712;2921;3418;4631;4899;6131;6303;6325;6332;6406
1676,Traci Harmon,1999-04-25,1.4133056553598544,2901;476;807;2467;2417;337;2341;294;798;929;43;1271;1598;1613;2124;2489;1014;1730;2813;1153;415;2682;943;1399,114;216;392;812;1736;1906;2185;2362;2433;2451;3253;3428;3477;3478;3546;3602;3848;3944;4103;4789;5143;5466;5680;6202
1677,Holly Buckley,1997-09-11,6.164884704207658,432;506;1218;514;2808;447;2519;2534;567;995;1320;1473;1767;2716;1405;1465;213;741;1040;2879;68,30;260;1091;1466;2730;2858;3143;3146;3329;3845;3890;3908;3951;4089;4367;4832;5573;6110;6153;6412;6479
1678,Jonathan Torres,1986-09-22,4.735146576419894,1087;1283;657;2561;2375;143;1145;2319;298;2727;2492;1804,383;1100;1951;2214;3122;3267;3410;3576;3751;4091;4518;6258
1679,Ryan Howell,1946-02-09,7.23032413718477,2107;1457;1074;1327;2738;1731;2290;777;1347;1367;333;648;1235;1271;2335;2537;321;1241;1895;867;1397;1966;2185,135;183;1072;1585;1782;2105;2651;2903;2979;2983;3756;3799;3877;4347;4496;4524;4671;4801;5352;5670;6202;6281;6314
1680,Erin Oneal,1946-07-02,5.666392055197179,73;2176;587;714;886;2507;2710;1504;2080;1266;5;1563;2774;1263;2130;1898;162;1815;1890,441;770;1009;1025;1049;1283;1312;1610;1690;2035;2313;2545;2724;2967;4004;4435;4651;4880;4893
1681,Brianna Russell,1980-11-18,2.3242975815335623,1999;700;1785;2921;1391;1976;1844;2179;3079;1021;2797;456;1645;2703;2977;1977;2978;657;1160;42,239;566;1171;1341;1591;1678;2585;2633;2771;2934;3184;4231;4402;4550;4591;4906;5043;5176;5711;6475
1682,Kyle Fox,1954-12-08,7.674084789560567,578;942;1956;603;129;2538;809;2283;2608;664;760;2177;1018;767;927;2320;503;588;1147;1554;1868;1957,138;596;739;1012;1406;1752;1973;2178;2220;2412;2427;2632;3391;3813;4297;4953;5617;5630;5709;5769;6266;6279
1683,Gregory Walker,1972-09-29,2.5202384897961148,1818;1318;1422;2366;2664;3080;2497;461;2977;761;1599;1650;948;1138;2542,198;646;662;796;1305;1829;2204;2386;2757;3813;3928;4403;5214;5708;6364
1684,Ashley Alvarez DVM,2002-06-07,3.1145495728039085,3242;621;2853;2748;657;683;626;1320;1996;2483;2574;93;1646;2239;2266;1829;1048;2342;474;449;1143,47;105;193;850;1018;1493;1946;2044;2604;2680;3152;3260;3483;3562;3566;3959;4315;4497;4694;5607;6164
1685,Jessica Vincent,1999-04-03,3.378684806400792,1218;2202;549;54;1409;1774;2535;2554;354;601;264;2179;2372;2693;2367;793,15;773;1003;1394;1594;2574;2685;4062;4218;4252;4663;4934;4960;5467;5881;6116
1686,Emily Harrison,2005-08-12,1.5061197457097253,2117;1247;163;243;358;2857;1886;2139;2287;2831;1325;2486;2866;801;2260;1442;2782;2828;431,156;284;450;959;975;1333;2125;2156;2178;3648;3890;4054;4111;4278;4485;4829;5016;5023;5145
1687,Frank Fernandez,1985-12-05,3.2144298172740338,2660;1962;842;945;2116;1872;1057;1305;2011;2486;3103;378;1802;2861;1397;1533;1577;2091;2733;1951;34;913;2384;376;2860,276;306;584;597;762;1183;1547;1581;1681;1744;1832;1911;2115;2256;2519;2540;2547;2620;3174;3522;3716;3834;4961;5596;6409
1688,Anne Vasquez,2000-09-22,5.653123602176464,563;2730;155;1922;2082;2621;2042;2971;236;564;1389;2353;3201;69;1890;1960;368;881;1070;2150;2857;709;1152;1345,121;360;450;734;1216;1765;2613;2756;2829;2874;2986;3582;3704;3720;3970;3979;4220;4751;5231;5386;5486;5648;5710;6196
1689,Christina Robinson,1953-01-02,4.065342833953195,2981;410;752;1450;2662;3026;267;1872;1100;2824;3226;127;1140;1987;1804;2279;512;534;3040;972;3167;750,388;524;571;665;840;889;1429;1663;2476;2732;2792;3265;3409;3527;3956;4025;4699;4702;5509;5685;5992;6111
1690,Brenda Hopkins,1994-09-29,0.05571769685632666,2860;273;845;614;1175;2304;3144;62;390;1035;1476;1895;2130;2435;2390;2761;432;1023;1733;285;1541;338;921;2605,276;458;1042;1482;1566;1720;1839;2323;2375;2466;2997;3055;3089;3594;4040;4096;4228;4312;4867;5126;5301;6051;6134;6373
1691,Jared Eaton,1951-05-02,6.903973386378897,569;2145;773;3184;1348;2330;288;372;783;154;2483;2947;2657;1287;2510;2134;1165;1759;2932,58;229;574;914;1108;1724;1899;2373;2431;2816;3139;3207;4540;4808;4977;5384;6168;6253;6419
1692,David Blair,1964-08-30,7.550379303277246,804;1039;1281;2955;1460;544;1643;2426;2053;2909;3097;851;880;2667;3105,208;238;281;880;1602;1935;3483;3592;4456;4579;5517;6125;6129;6382;6446
1693,William Barnett,1979-07-21,7.946957907730853,921;3182;1299;487;2801;1934;2372;1571;2259;732;175;509;3111;1864;3023;3118;1148;57,593;914;1101;1461;1790;2131;2189;3010;3104;3353;3735;3779;4146;4430;5051;5065;5243;5549
1694,Victoria Adams,2005-05-20,5.455887354896625,317;2730;3059;1717;2793;705;1193;1929;1065;2313;2419;1344;2645;341;2484;683;1772;556;756;1824;648,236;848;895;1161;1324;1496;1568;1672;2009;2182;2194;2511;2704;2843;3139;4263;4419;4706;4734;5806;6096;6261
1695,Javier Stanley,1983-08-07,3.130161759218222,2245;284;202;1842;410;2942;223;2195;1973;656;783;2788;823;2920;1098;2268;1474;1845,70;460;495;723;982;1344;1887;2635;3068;3800;3816;4100;5197;5493;5702;5867;6212;6264
1696,Sarah Adkins,1998-08-06,6.520086246411453,2398;2754;2119;2373;2819;2965;1563;1774;572;607;1628;278;907;391;2707;653;401;1194;1869;2770;2939;1591;2076,70;325;1222;1261;1327;1348;1618;1648;1938;2405;2556;3287;3377;3764;4088;4258;4683;5249;5347;5936;5961;6228;6297
1697,Anthony Gonzalez,1956-07-26,3.218379576606454,2158;1790;755;2481;105;520;1076;1411;1651;3012;1229;2100;2689;1787;853;1430;3009;101;653;1793;95;149;648;1447;854;87;332;1358;1672;841;1439;109,221;714;1030;1279;1402;1467;1550;1594;1630;1818;2030;2622;2711;3041;3370;3454;3674;3724;3800;3954;4180;4190;4258;4373;5201;5554;5589;5738;5788;6123;6208;6486
1698,Mark Conley,1960-05-10,7.088681718930329,2140;1117;2499;2019;808;103;138;1431;628;1964;2513;3018;1441;296;1367;1808;2814;3149;964;1347;637;2221;194,111;619;817;1205;1509;1871;1876;2060;2408;2601;2683;3676;3904;4667;4819;4879;5020;5069;5217;5270;5638;5861;6498
1699,Frank Armstrong,1977-02-05,5.144311156482043,1510;3194;724;2734;910;1313;2366;2598;1946;1131;512;1429;1907;23;1334;1780;2120;443;1711;2033;91;1900;1516;1776,59;180;372;849;1052;1103;1729;2219;2598;2951;3323;3903;3972;4169;4356;4419;4927;5147;5326;5370;5555;5815;6217;6255
1700,Chelsea Kane,1983-06-14,8.5865291014079,29;328;2098;2975;609;1698;1066;2963;3096;1829;3069;822;914;2127;2375;1063;630;921;2269;543;2818;3209;484;2190;565;959;113;500;2675;2486,435;511;759;882;1012;1159;1548;1813;1831;2118;2288;2436;2449;2625;2664;2941;3338;3378;3567;3784;4104;4159;4236;4475;4707;4762;5559;5616;5924;6356
1701,Willie Chavez,1962-01-21,9.927553589125672,707;23;2502;554;635;1615;222;2962;2966;3;719;849;3051;1245;1898;1950;2110;778;3224;2293;2887,94;468;818;1004;1016;1146;1887;2271;2755;2796;2896;2912;3220;3425;3971;3978;4002;4736;5079;5408;5490
1702,Autumn Ramirez,1996-06-20,0.8143430889569514,3010;2910;2322;130;245;1625;216;1064;2217;2677;63;1476;1939;786;1311;1302;1316;1245;3050;1507;2296;153;509;857;1483;181,10;166;792;1406;1427;1627;1886;2941;3099;3167;3256;3462;3521;3816;4353;4811;4812;5256;5511;5762;5870;6026;6076;6126;6214;6495
1703,Gail Barajas,1956-11-06,1.0504387636260704,861;2748;2190;141;948;2093;2706;1411;2814;259;567;1207;2081;1481;3028;17;1500;2506;1677;2928;163;1212;2272;1609;274;1534;2765,128;265;398;448;598;759;845;1116;1327;1428;1475;1570;1691;2532;3677;3714;3913;4056;4406;4583;4651;4796;4946;5311;5582;5766;5935
1704,Robert Freeman,1981-07-11,6.992555638961825,3036;1500;264;1768;1756;3023;2159;2799;15;218;1691;2212;969;1711;2213;2590;3120;2265;1071;1202;1772;1897,892;1129;1429;1647;2108;2282;2630;2729;3249;3279;3489;3558;4305;4410;4478;4990;5065;5404;5700;5716;5799;5815
1705,Brent Chase,1996-02-11,3.7568605040969305,1826;660;2536;1026;1270;751;1552;2658;2703;3074;1219;3185;2454;935;82;590;1978;2549;2958;2976;240;1118,115;316;821;1066;1577;1963;2004;2543;2705;2712;2771;2961;3702;4050;4759;5097;5167;5827;5908;5963;5966;6037;6161
1706,Amy Diaz,1987-11-18,7.568867058576981,2839;3049;956;1689;2923;940;1151;1398;1134;2082;50;3043;3168;1844;464;1818;3236;1721;2244;2149;2681;2915;1745;1339;1829;2685;0,292;893;1058;1157;1342;1529;1562;1592;2018;2149;2321;3220;3236;3509;3773;3958;4162;4411;4483;5386;5466;5493;5796;6195;6261;6385;6468
1707,Joshua Davis,1975-04-20,1.6209311425640438,1746;2547;3224;913;2017;1142;2788;240;279;172;2912;1513;1587;2674;1040;2291;47;2601;997;1823,709;823;1384;1526;1682;2483;2727;2830;2834;3271;4117;4193;4383;4393;4544;4773;5408;5547;5914;6146;6261
1708,Barbara Marquez,1952-10-07,7.4814876259474214,2420;981;218;2909;1518;2469;2533;1870;2667;480;649;894;1359;1213;2404;1869;2247;2107;2745;1041;237;317;1060;1720,145;194;456;873;1133;1277;1288;1662;2228;2389;2410;2446;2514;2960;3125;3512;4484;4926;5474;5695;6037;6047;6155;6249
1709,Elizabeth Graham,1949-10-26,1.661969736022324,2403;1126;1273;2006;155;2862;3010;792;1939;1969;859;1641;2718;869;2324;2497;3205;88;1112;1583;2619;3248;8,415;620;639;1203;1411;1798;2762;2905;3063;3067;3827;3933;4090;4750;4953;5437;5533;5554;5705;5773;5917;6004;6470
1710,Valerie White,1999-12-22,4.3760125987044844,853;817;1316;219;824;1509;1687;2113;3034;414;1806;920;1120;1146;2445;2782;2668;2981;1187;736;956;1760;1878;1991;2060,174;580;645;955;1040;1131;1157;1695;1823;1917;2580;2921;2949;3410;3595;3642;4998;5043;5248;5652;5683;5797;5813;5828;5838
1711,Yvette Lee,2001-05-02,9.719162740831418,2137;1797;2884;2996;347;1133;1829;3013;572;3018;90;2255;2915;1518;697;1841;2160;2396;1597;2226,249;715;1801;1816;1908;2018;2583;2763;2875;3216;3260;3565;3659;4383;4726;4884;4932;4962;5309;5861
1712,Patty Gonzalez,1994-11-04,0.39061947803965436,1312;3129;2227;211;254;2468;3248;705;1826;1423;229;246;2293;1745;2998;595;1399;2001;2393;1910;2049;1759;2841;2687,205;359;400;497;501;812;922;1024;1176;1596;1888;1892;2179;2570;3213;3333;4823;4910;4962;5354;5372;5797;5947;6385
1713,Kyle Hernandez,2002-09-09,4.241822249828616,2726;1958;1932;184;953;449;546;2091;1205;3178;299;654;722;1404;3057;3223;1999;2028;808;2145;1401;2050;476;2922;1273;2452,38;203;239;454;598;988;1473;2150;2960;3239;3290;3342;3352;3900;4137;4161;4448;4453;4741;4930;5280;5372;5612;5957;6184;6351
1714,Amber Patel,1980-11-18,1.7072208692256285,75;470;2912;548;2567;2947;2984;605;127;538;933;825;1793;2470;2757;345;1758;130,475;533;873;1473;1755;1810;1815;1943;2334;2396;2922;3366;3502;3600;4557;4674;4871;5562
1715,Travis Schmidt,1969-08-27,8.031536305292628,1935;2696;627;2191;201;1395;732;1411;2743;3016;668;2128;798;1058;1789;1312;1780;1674;2025;602;1749;577;703;2146,66;281;556;772;952;1114;2423;2521;2720;3216;3344;3547;3817;3853;4421;4812;4874;5320;5369;5633;5796;6085;6105;6309
1716,Michael Reid,2002-08-16,4.871933768679603,2180;1641;469;2237;542;1521;3237;2470;311;358;1547;2499;1359;1585;2095;115;836;389;691;2675,200;233;532;779;1003;1612;2310;2677;2839;2846;3007;3141;3442;4392;4461;4645;4745;6058;6104;6383
1717,Sarah Potter,1954-07-09,7.489934330747651,3050;2595;1326;2664;1867;2263;296;1754;2968;1037;478;1382;2534;2969;1167;1560;2836;2013;229;2774;1877;2824;1944;2636,894;1296;1585;1770;2123;2173;2362;2571;2755;2937;3319;3445;3608;3667;3869;3922;4107;4449;4659;5014;5349;5483;6277;6377
1718,Tina Coleman,1957-12-06,5.470850498836289,876;219;590;604;1318;1515;2230;2928;658;136;886;1661;1345;1969;755;1335;865;1016;1146;1191;2763;2834;3013;232;2530;1247,1519;1887;1940;1943;2044;2074;2169;2265;2411;2814;2917;3025;3441;3524;3812;3891;4749;4769;4788;4793;5013;5023;5049;5119;5904;6180
1719,Tyler Rush,1964-05-07,3.9940565831406802,3115;191;265;966;1394;1295;2013;1393;3104;417;508;2834;1888;624;1449;2335;747;1023;2911;801,364;494;502;1059;1114;1580;2139;2519;2775;2854;2867;3189;3515;3796;3906;4032;4733;4770;5034;5660
1720,Joseph Fisher,1976-08-07,2.9675102321493085,2849;1668;818;912;1004;2475;32;2614;584;1738;2084;832;2069;2273;2731;756;450;1795;1497;2419;3113;54,88;183;311;1525;2000;2201;2799;3158;3332;3496;3539;4283;4921;4946;5006;5190;5608;5802;6215;6345;6448;6477
1721,Chad Hurley,1944-03-12,4.354794025104068,575;401;2780;1542;3068;3192;398;2826;886;1546;2146;160;1161;466;2446;1883;635;2728;1762;1863;2936;947;1250;2411;2915;591,324;523;855;1136;1363;1380;1448;1794;1983;2077;2157;2341;2487;2860;3132;3513;3798;4092;4417;4888;5037;5681;5723;5887;5956;6088
1722,Michael Barnett,1958-05-18,2.9422365665393313,2;671;1453;2422;994;2415;465;365;964;2570;2189;2789;469;1337;2274;174;2447;923;602;860;2610,923;1020;1123;1270;2461;2670;2860;3300;3384;3613;4011;4100;4233;4356;4946;5110;5429;5677;6089;6126;6373
1723,Lisa Chung,1948-03-14,9.219702175276442,1152;1365;2844;3150;2423;1111;1948;66;694;1786;2211;981;1747;3198;864;1710;2955;3148;2058;3008,159;654;864;909;1270;1556;1674;1865;2417;2576;3099;3843;3947;4150;4157;4287;5326;5497;5525;6294;6430
1724,Brenda Castillo,1955-01-29,6.76683159702328,651;1695;753;2217;2397;3102;1763;382;1828;1870;2278;97;2452;2083;1478;126;1372;1051;1604;3155;561;1782;2690;3024,558;700;1030;1236;1267;1367;1646;1913;2118;2123;2650;2808;3039;3133;3539;3909;4646;4820;5229;5310;5526;5626;5800;5925;6434
1725,Renee Tapia,1960-09-02,5.224801027952592,1799;754;1337;660;1318;1912;2095;3133;1741;3241;1765;2230;2437;1075;2789;608;2976;1124;1186;1257;2327;2356;127;1000;2583;1402;3004,204;1030;1106;1490;1583;1669;1693;1837;2106;2311;3039;3101;3131;3400;3643;3794;4124;4326;4333;5257;5413;5417;5562;5688;5911;6203;6430;6488
1726,Christopher Barnes,1984-06-01,6.1510048724372,1301;1756;2197;489;2353;2604;1434;1649;1758;1867;2864;3010;220;665;1969;1545;1926;2594;2780;768;2602;2718;1424,643;710;1232;1926;2186;2696;2992;3023;3038;3051;3194;4131;4199;4722;4904;5302;5356;5453;5477;5656;5914;5929;6206
1727,Ruben Jones,1962-12-20,3.716318127796827,1058;1662;649;919;2522;445;1021;2123;3094;706;1381;1797;426;1554;1448;1627;10,268;299;421;593;819;987;2003;2624;2773;2894;2985;3043;4227;4389;4830;4853;5541
1728,James Barber,1984-01-17,6.502207157458787,1749;1602;1773;2692;1150;567;11;2850;3055;254;2736;1789;1973,24;1144;1168;1309;1562;1937;3713;4110;4137;4204;4554;5336;5826
1729,Brittany Ramos,1989-12-01,1.4151759661880714,1786;841;3106;674;2008;2608;981;2354;3136;856;2196;1310;1450;2012;3239;2575;1269;2503;1372;2843;2903;1046;123;566;1319;2956,219;584;904;1020;1204;1298;1535;1728;1837;1979;2165;2507;2527;2606;2794;3152;3428;3605;3897;4108;4116;4774;5103;5164;5266;6422
1730,Garrett Walsh,1979-08-08,5.232512405889025,977;2045;936;1693;2951;1549;2109;1572;1806;2511;501;2798;3119;398;1723;1811;1956;3067;1914;1225;2272;1697,228;751;1055;1158;1810;2542;2623;3010;3044;3142;3322;3643;3691;3765;3943;3956;3978;4139;4895;5253;5867;6245
1731,Brian Fuller,1976-03-25,2.044618413061926,97;421;2907;1249;2853;2313;2541;1519;108;617;324;831;1972;2062;1380;218;291;746;947;693;1524;1959;2837;645;829;1989;2567;16,478;526;873;1095;1333;1722;1752;2074;2331;2881;3294;3367;3980;3994;4364;4657;4667;4733;4761;5181;5299;5360;5484;5639;6122;6284;6368;6471
1732,Jeffrey Short,1981-01-02,6.139998208880079,2143;1194;524;2859;3071;1330;1639;573;2526;85;190;585;369;3052;1433;1579;2674;3180,88;260;540;866;897;1585;1628;2401;2684;3260;3275;3791;4220;5056;5285;5306;6383;6458
